bid,bname,taxa,
ENA|CP008724|CP008724.1,Staphylococcus xylosus strain SMQ-121 complete genome. [24-FEB-2017],Staphylococcus xylosus,
ENA|CP002026|CP002026.1,Starkeya novella DSM 506 complete genome. [24-FEB-2017],Starkeya novella,
ENA|HE798556|HE798556.1,Stenotrophomonas maltophilia D457 complete genome [09-SEP-2016],Stenotrophomonas maltophilia,
ENA|CP002986|CP002986.1,Stenotrophomonas maltophilia JV3 complete genome. [24-FEB-2017],Stenotrophomonas maltophilia,
ENA|AM743169|AM743169.1,Stenotrophomonas maltophilia K279a complete genome strain K279a [24-FEB-2017],Stenotrophomonas maltophilia,
ENA|CP001111|CP001111.1,Stenotrophomonas maltophilia R551-3 complete genome. [24-FEB-2017],Stenotrophomonas maltophilia,
ENA|CP002271|CP002271.1,Stigmatella aurantiaca DW4/3-1 complete genome. [24-FEB-2017],Stigmatella aurantiaca,
ENA|CP001779|CP001779.1,Streptobacillus moniliformis DSM 12112 complete genome. [24-FEB-2017],Streptobacillus moniliformis,
ENA|FO393392|FO393392.1,Streptococcus agalactiae 2-22 complete genome. [13-NOV-2015],Streptococcus agalactiae,
ENA|HG939456|HG939456.1,Streptococcus agalactiae strain COH1 complete genome [27-MAY-2016],Streptococcus agalactiae,
ENA|CP007565|CP007565.1,Streptococcus agalactiae strain 138spar complete genome. [13-NOV-2015],Streptococcus agalactiae,
ENA|CP007570|CP007570.1,Streptococcus agalactiae strain GBS1-NY complete genome. [24-FEB-2017],Streptococcus agalactiae,
ENA|CP007571|CP007571.1,Streptococcus agalactiae strain GBS2-NM complete genome. [24-FEB-2017],Streptococcus agalactiae,
ENA|CP007572|CP007572.1,Streptococcus agalactiae strain GBS6 complete genome. [24-FEB-2017],Streptococcus agalactiae,
ENA|CP007631|CP007631.2,Streptococcus agalactiae strain NGBS061 complete genome. [24-FEB-2017],Streptococcus agalactiae,
ENA|CP007632|CP007632.1,Streptococcus agalactiae strain NGBS572 complete genome. [24-FEB-2017],Streptococcus agalactiae,
ENA|CP007482|CP007482.1,Streptococcus agalactiae 138P complete genome. [13-NOV-2015],Streptococcus agalactiae,
ENA|AE009948|AE009948.1,Streptococcus agalactiae 2603V/R complete genome. [24-FEB-2017],Streptococcus agalactiae,
ENA|CP000114|CP000114.1,Streptococcus agalactiae A909 complete genome. [24-FEB-2017],Streptococcus agalactiae,
ENA|CP003810|CP003810.1,Streptococcus agalactiae GD201008-001 complete genome. [27-MAY-2016],Streptococcus agalactiae,
ENA|CP003919|CP003919.2,Streptococcus agalactiae strain SA20 complete genome. [11-MAR-2017],Streptococcus agalactiae,
ENA|CP007573|CP007573.1,Streptococcus anginosus strain SA1 complete genome. [15-SEP-2016],Streptococcus anginosus,
ENA|CP003861|CP003861.1,Streptococcus anginosus C238 complete genome. [13-NOV-2015],Streptococcus anginosus,
ENA|CP003860|CP003860.1,Streptococcus anginosus C1051 complete genome. [27-MAY-2016],Streptococcus anginosus,
ENA|AP013072|AP013072.1,Streptococcus anginosus subsp. whileyi MAS624 DNA complete genome. [07-OCT-2016],Streptococcus anginosus,
ENA|CP003800|CP003800.1,Streptococcus constellatus subsp. pharyngis C232 complete genome. [13-NOV-2015],Streptococcus constellatus,
ENA|CP003840|CP003840.1,Streptococcus constellatus subsp. pharyngis C818 complete genome. [13-NOV-2015],Streptococcus constellatus,
ENA|CP003859|CP003859.1,Streptococcus constellatus subsp. pharyngis C1050 complete genome. [13-NOV-2015],Streptococcus constellatus,
ENA|AP012976|AP012976.1,Streptococcus dysgalactiae subsp. equisimilis 167 DNA complete genome. [11-NOV-2016],Streptococcus dysgalactiae,
ENA|HE858529|HE858529.1,Streptococcus dysgalactiae subsp. equisimilis AC-2713 complete genome [24-FEB-2017],Streptococcus dysgalactiae,
ENA|CP002215|CP002215.1,Streptococcus dysgalactiae subsp. equisimilis ATCC 12394 complete genome. [27-MAY-2016],Streptococcus dysgalactiae,
ENA|AP010935|AP010935.1,Streptococcus dysgalactiae subsp. equisimilis GGS_124 DNA complete genome. [11-MAY-2017],Streptococcus dysgalactiae,
ENA|AP011114|AP011114.1,Streptococcus dysgalactiae subsp. equisimilis RE378 DNA complete genome. [24-FEB-2017],Streptococcus dysgalactiae,
ENA|FM204883|FM204883.1,Streptococcus equi subsp. equi 4047 complete genome [24-FEB-2017],Streptococcus equi,
ENA|FM204884|FM204884.1,Streptococcus equi subsp. zooepidemicus H70 complete genome [24-FEB-2017],Streptococcus equi,
ENA|CP002904|CP002904.1,Streptococcus equi subsp. zooepidemicus ATCC 35246 complete genome. [13-NOV-2015],Streptococcus equi,
ENA|CP006770|CP006770.1,Streptococcus equi subsp. zooepidemicus CY complete genome. [24-FEB-2017],Streptococcus equi,
ENA|CP001129|CP001129.1,Streptococcus equi subsp. zooepidemicus MGCS10565 complete genome. [20-MAR-2017],Streptococcus equi,
ENA|AP012053|AP012053.1,Streptococcus gallolyticus subsp. gallolyticus ATCC 43143 DNA complete genome. [24-FEB-2017],Streptococcus gallolyticus,
ENA|FR824043|FR824043.1,Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069 complete chromosome sequence strain ATCC BAA-2069 [09-SEP-2016],Streptococcus gallolyticus,
ENA|FN597254|FN597254.1,Streptococcus gallolyticus UCN34 complete genome [13-NOV-2015],Streptococcus gallolyticus,
ENA|CP000725|CP000725.1,Streptococcus gordonii str. Challis substr. CH1 complete genome. [24-FEB-2017],Streptococcus gordonii,
ENA|CP003295|CP003295.1,Streptococcus infantarius subsp. infantarius CJ18 complete genome. [24-FEB-2017],Streptococcus infantarius,
ENA|CP007586|CP007586.1,Streptococcus iniae strain ISET0901 complete genome. [13-NOV-2015],Streptococcus iniae,
ENA|CP007587|CP007587.1,Streptococcus iniae strain ISNO complete genome. [13-NOV-2015],Streptococcus iniae,
ENA|CP010783|CP010783.1,Streptococcus iniae strain YSFST01-82 complete genome. [11-NOV-2016],Streptococcus iniae,
ENA|CP003857|CP003857.1,Streptococcus intermedius B196 complete genome. [24-FEB-2017],Streptococcus intermedius,
ENA|CP003858|CP003858.1,Streptococcus intermedius C270 complete genome. [13-NOV-2015],Streptococcus intermedius,
ENA|AP010969|AP010969.1,Streptococcus intermedius JTH08 DNA complete genome. [07-OCT-2016],Streptococcus intermedius,
ENA|CP003025|CP003025.1,Streptococcus lutetiensis 033 complete genome. [24-FEB-2017],Streptococcus lutetiensis,
ENA|HE613569|HE613569.1,Streptococcus macedonicus ACA-DC 198 main chromosome complete genome [24-FEB-2017],Streptococcus macedonicus,
ENA|FN568063|FN568063.1,Streptococcus mitis B6 complete genome strain B6 [24-FEB-2017],Streptococcus mitis,
ENA|CP003686|CP003686.1,Streptococcus mutans GS-5 complete genome. [09-SEP-2016],Streptococcus mutans,
ENA|AP012336|AP012336.1,Streptococcus mutans LJ23 DNA complete genome. [13-NOV-2015],Streptococcus mutans,
ENA|AP010655|AP010655.1,Streptococcus mutans NN2025 DNA complete genome. [11-NOV-2016],Streptococcus mutans,
ENA|AE014133|AE014133.2,Streptococcus mutans UA159 complete genome. [24-FEB-2017],Streptococcus mutans,
ENA|CP007016|CP007016.1,Streptococcus mutans UA159-FR complete genome. [11-NOV-2016],Streptococcus mutans,
ENA|CP004409|CP004409.1,Streptococcus oligofermentans AS 1.3089 complete genome. [24-FEB-2017],Streptococcus oligofermentans,
ENA|FR720602|FR720602.1,Streptococcus oralis Uo5 complete genome sequence [24-FEB-2017],Streptococcus oralis,
ENA|CP003122|CP003122.1,Streptococcus parasanguinis FW213 complete genome. [24-FEB-2017],Streptococcus parasanguinis,
ENA|CP002471|CP002471.1,Streptococcus parauberis KCTC 11537 complete genome. [13-NOV-2015],Streptococcus parauberis,
ENA|AP012054|AP012054.1,Streptococcus pasteurianus ATCC 43144 DNA complete genome. [24-FEB-2017],Streptococcus pasteurianus,
ENA|CP007593|CP007593.1,Streptococcus pneumoniae strain NT_110_58 complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|CP002176|CP002176.1,Streptococcus pneumoniae 670-6B complete genome. [27-MAY-2016],Streptococcus pneumoniae,
ENA|CP000918|CP000918.1,Streptococcus pneumoniae 70585 complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|CP002121|CP002121.1,Streptococcus pneumoniae AP200 complete genome. [27-FEB-2016],Streptococcus pneumoniae,
ENA|FM211187|FM211187.1,Streptococcus pneumoniae ATCC 700669 complete genome [24-FEB-2017],Streptococcus pneumoniae,
ENA|CP001033|CP001033.1,Streptococcus pneumoniae CGSP14 complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|CP000410|CP000410.1,Streptococcus pneumoniae D39 complete genome. [24-MAR-2017],Streptococcus pneumoniae,
ENA|CP001015|CP001015.1,Streptococcus pneumoniae G54 complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|CP001845|CP001845.1,Streptococcus pneumoniae gamPNI0373 complete genome. [27-MAY-2016],Streptococcus pneumoniae,
ENA|CP000936|CP000936.1,Streptococcus pneumoniae Hungary19A-6 complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|FQ312030|FQ312030.1,Streptococcus pneumoniae INV104 genome. [09-SEP-2016],Streptococcus pneumoniae,
ENA|FQ312029|FQ312029.1,Streptococcus pneumoniae INV200 genome. [11-NOV-2016],Streptococcus pneumoniae,
ENA|CP000919|CP000919.1,Streptococcus pneumoniae JJA complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|FQ312027|FQ312027.1,Streptococcus pneumoniae OXC141 complete genome [11-NOV-2016],Streptococcus pneumoniae,
ENA|CP000920|CP000920.1,Streptococcus pneumoniae P1031 complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|AE007317|AE007317.1,Streptococcus pneumoniae R6 complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|FQ312039|FQ312039.1,Streptococcus pneumoniae SPN032672 draft genome. [27-FEB-2015],Streptococcus pneumoniae,
ENA|FQ312042|FQ312042.1,Streptococcus pneumoniae SPN033038 draft genome. [27-FEB-2015],Streptococcus pneumoniae,
ENA|FQ312045|FQ312045.1,Streptococcus pneumoniae SPN034156 draft genome [13-NOV-2015],Streptococcus pneumoniae,
ENA|FQ312043|FQ312043.1,Streptococcus pneumoniae SPN034183 draft genome [13-NOV-2015],Streptococcus pneumoniae,
ENA|FQ312041|FQ312041.2,Streptococcus pneumoniae SPN994038 draft genome [13-NOV-2015],Streptococcus pneumoniae,
ENA|FQ312044|FQ312044.2,Streptococcus pneumoniae SPN994039 draft genome [13-NOV-2015],Streptococcus pneumoniae,
ENA|HE983624|HE983624.1,Streptococcus pneumoniae SPNA45 complete genome [13-NOV-2015],Streptococcus pneumoniae,
ENA|CP003357|CP003357.2,Streptococcus pneumoniae ST556 complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|CP000921|CP000921.1,Streptococcus pneumoniae Taiwan19F-14 complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|CP001993|CP001993.1,Streptococcus pneumoniae TCH8431/19A complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|AE005672|AE005672.3,Streptococcus pneumoniae TIGR4 complete genome. [24-FEB-2017],Streptococcus pneumoniae,
ENA|CP002925|CP002925.1,Streptococcus pseudopneumoniae IS7493 complete genome. [24-FEB-2017],Streptococcus pseudopneumoniae,
ENA|CP007240|CP007240.1,Streptococcus pyogenes strain 7F7 complete genome. [13-NOV-2015],Streptococcus pyogenes,
ENA|CP007241|CP007241.1,Streptococcus pyogenes strain 1E1 complete genome. [13-NOV-2015],Streptococcus pyogenes,
ENA|CP008695|CP008695.1,Streptococcus pyogenes strain M23ND complete genome. [13-NOV-2015],Streptococcus pyogenes,
ENA|CP009612|CP009612.1,Streptococcus pyogenes strain HKU360 complete genome. [09-SEP-2016],Streptococcus pyogenes,
ENA|CP003901|CP003901.1,Streptococcus pyogenes A20 complete genome. [13-NOV-2015],Streptococcus pyogenes,
ENA|CP003068|CP003068.1,Streptococcus pyogenes Alab49 complete genome. [13-NOV-2015],Streptococcus pyogenes,
ENA|CP006366|CP006366.1,Streptococcus pyogenes HSC5 complete genome. [13-NOV-2015],Streptococcus pyogenes,
ENA|AP012335|AP012335.1,Streptococcus pyogenes JRS4 DNA complete genome. [11-NOV-2016],Streptococcus pyogenes,
ENA|AP012491|AP012491.2,Streptococcus pyogenes M1 476 DNA complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|AE004092|AE004092.2,Streptococcus pyogenes M1 GAS complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|AE014074|AE014074.1,Streptococcus pyogenes MGAS315 complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|CP003121|CP003121.1,Streptococcus pyogenes MGAS1882 complete genome. [09-SEP-2016],Streptococcus pyogenes,
ENA|CP000261|CP000261.1,Streptococcus pyogenes MGAS2096 complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|CP000017|CP000017.2,Streptococcus pyogenes MGAS5005 complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|CP000056|CP000056.1,Streptococcus pyogenes MGAS6180 complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|AE009949|AE009949.1,Streptococcus pyogenes MGAS8232 complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|CP000259|CP000259.1,Streptococcus pyogenes MGAS9429 complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|CP000260|CP000260.1,Streptococcus pyogenes MGAS10270 complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|CP000003|CP000003.1,Streptococcus pyogenes MGAS10394 complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|CP000262|CP000262.1,Streptococcus pyogenes MGAS10750 complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|CP003116|CP003116.1,Streptococcus pyogenes MGAS15252 complete genome. [27-MAY-2016],Streptococcus pyogenes,
ENA|CP000829|CP000829.1,Streptococcus pyogenes NZ131 complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|BA000034|BA000034.2,Streptococcus pyogenes SSI-1 DNA complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|CP007024|CP007024.1,Streptococcus pyogenes STAB901 complete genome. [13-NOV-2015],Streptococcus pyogenes,
ENA|CP007041|CP007041.1,Streptococcus pyogenes STAB902 complete genome. [24-FEB-2017],Streptococcus pyogenes,
ENA|AM295007|AM295007.1,Streptococcus pyogenes Manfredo complete genome [24-FEB-2017],Streptococcus pyogenes,
ENA|CP002888|CP002888.1,Streptococcus salivarius 57.I complete genome. [24-FEB-2017],Streptococcus salivarius,
ENA|FR873481|FR873481.1,Streptococcus salivarius CCHSS3 complete genome [24-FEB-2017],Streptococcus salivarius,
ENA|FR873482|FR873482.1,Streptococcus salivarius JIM8777 complete genome [24-FEB-2017],Streptococcus salivarius,
ENA|CP000387|CP000387.1,Streptococcus sanguinis SK36 complete genome. [24-FEB-2017],Streptococcus sanguinis,
ENA|CP006805|CP006805.1,Streptococcus sp. I-G2 complete genome. [24-FEB-2017],Streptococcus sp. I-G2,
ENA|CP006776|CP006776.1,Streptococcus sp. I-P16 complete genome. [24-FEB-2017],Streptococcus sp. I-P16,
ENA|CP007628|CP007628.2,Streptococcus sp. VT 162 complete genome. [24-FEB-2017],Streptococcus sp. VT 162,
ENA|CP002007|CP002007.2,Streptococcus suis 05HAS68 complete genome. [23-JUN-2016],Streptococcus suis,
ENA|CP000407|CP000407.1,Streptococcus suis 05ZYH33 complete genome. [24-FEB-2017],Streptococcus suis,
ENA|CP000408|CP000408.1,Streptococcus suis 98HAH33 complete genome. [24-FEB-2017],Streptococcus suis,
ENA|CP008921|CP008921.1,Streptococcus suis 6407 complete genome. [24-FEB-2017],Streptococcus suis,
ENA|CP002570|CP002570.1,Streptococcus suis A7 complete genome. [13-NOV-2015],Streptococcus suis,
ENA|FM252032|FM252032.1,Streptococcus suis BM407 complet genome strain BM407 [24-FEB-2017],Streptococcus suis,
ENA|CP002641|CP002641.1,Streptococcus suis D9 complete genome. [27-MAY-2016],Streptococcus suis,
ENA|CP002644|CP002644.1,Streptococcus suis D12 complete genome. [24-FEB-2017],Streptococcus suis,
ENA|CP000837|CP000837.1,Streptococcus suis GZ1 complete genome. [24-FEB-2017],Streptococcus suis,
ENA|CP002465|CP002465.1,Streptococcus suis JS14 complete genome. [13-NOV-2015],Streptococcus suis,
ENA|AM946016|AM946016.1,Streptococcus suis P1/7 complete genome [13-NOV-2015],Streptococcus suis,
ENA|CP003736|CP003736.1,Streptococcus suis S735 complete genome. [13-NOV-2015],Streptococcus suis,
ENA|FM252031|FM252031.1,Streptococcus suis SC84 complete genome strain SC84 [27-MAY-2016],Streptococcus suis,
ENA|CP003922|CP003922.1,Streptococcus suis SC070731 complete genome. [13-NOV-2015],Streptococcus suis,
ENA|CP002640|CP002640.1,Streptococcus suis SS12 complete genome. [27-MAY-2016],Streptococcus suis,
ENA|CP002651|CP002651.1,Streptococcus suis ST1 complete genome. [24-FEB-2017],Streptococcus suis,
ENA|CP002633|CP002633.1,Streptococcus suis ST3 complete genome. [27-MAY-2016],Streptococcus suis,
ENA|CP006246|CP006246.1,Streptococcus suis T15 complete genome. [24-FEB-2017],Streptococcus suis,
ENA|CP003993|CP003993.1,Streptococcus suis TL13 complete genome. [09-SEP-2016],Streptococcus suis,
ENA|CP006645|CP006645.1,Streptococcus suis YB51 complete genome. [13-NOV-2015],Streptococcus suis,
ENA|CP011217|CP011217.1,Streptococcus thermophilus strain SMQ-301 complete genome. [11-NOV-2016],Streptococcus thermophilus,
ENA|CP006819|CP006819.1,Streptococcus thermophilus ASCC 1275 complete genome. [13-NOV-2015],Streptococcus thermophilus,
ENA|CP000024|CP000024.1,Streptococcus thermophilus CNRZ1066 complete genome. [24-FEB-2017],Streptococcus thermophilus,
ENA|FR875178|FR875178.1,Streptococcus thermophilus JIM 8232 complete genome [24-FEB-2017],Streptococcus thermophilus,
ENA|CP000419|CP000419.1,Streptococcus thermophilus LMD-9 complete genome. [24-FEB-2017],Streptococcus thermophilus,
ENA|CP000023|CP000023.1,Streptococcus thermophilus LMG 18311 complete genome. [24-FEB-2017],Streptococcus thermophilus,
ENA|CP003499|CP003499.1,Streptococcus thermophilus MN-ZLW-002 complete genome. [13-NOV-2015],Streptococcus thermophilus,
ENA|CP002340|CP002340.1,Streptococcus thermophilus ND03 complete genome. [27-FEB-2016],Streptococcus thermophilus,
ENA|AM946015|AM946015.1,Streptococcus uberis 0140J complete genome [24-FEB-2017],Streptococcus uberis,
ENA|CP007574|CP007574.1,Streptomyces albulus strain NK660 complete genome. [24-FEB-2017],Streptomyces albulus,
ENA|CP006871|CP006871.1,Streptomyces albulus ZPM complete genome. [11-NOV-2016],Streptomyces albulus,
ENA|CP010519|CP010519.1,Streptomyces albus strain DSM 41398 complete genome. [24-FEB-2017],Streptomyces albus,
ENA|CP004370|CP004370.1,Streptomyces albus J1074 complete genome. [09-SEP-2016],Streptomyces albus,
ENA|BA000030|BA000030.4,Streptomyces avermitilis MA-4680 = NBRC 14893 DNA complete genome. [24-FEB-2017],Streptomyces avermitilis,
ENA|CP002047|CP002047.1,Streptomyces bingchenggensis BCW-1 complete genome. [24-FEB-2017],Streptomyces bingchenggensis,
ENA|FQ859185|FQ859185.1,Streptomyces cattleya str. NRRL 8057 main chromosome complete genome. [11-NOV-2016],Streptomyces cattleya,
ENA|CP003219|CP003219.1,Streptomyces cattleya DSM 46488 complete genome. [24-FEB-2017],Streptomyces cattleya,
ENA|CP006259|CP006259.1,Streptomyces collinus Tu 365 complete genome. [24-FEB-2017],Streptomyces collinus,
ENA|HE971709|HE971709.1,Streptomyces davawensis strain JCM 4913 complete genome [24-FEB-2017],Streptomyces davawensis,
ENA|CP005080|CP005080.1,Streptomyces fulvissimus DSM 40593 complete genome. [24-FEB-2017],Streptomyces fulvissimus,
ENA|CP009438|CP009438.1,Streptomyces glaucescens strain GLA.O complete genome. [24-FEB-2017],Streptomyces glaucescens,
ENA|AP009493|AP009493.1,Streptomyces griseus subsp. griseus NBRC 13350 DNA complete genome. [24-FEB-2017],Streptomyces griseus,
ENA|CP003275|CP003275.1,Streptomyces hygroscopicus subsp. jinggangensis 5008 complete genome. [24-FEB-2017],Streptomyces hygroscopicus,
ENA|CP003720|CP003720.1,Streptomyces hygroscopicus subsp. jinggangensis TL01 complete genome. [13-NOV-2015],Streptomyces hygroscopicus,
ENA|CP009124|CP009124.1,Streptomyces lividans TK24 complete genome. [24-FEB-2017],Streptomyces lividans,
ENA|CP002475|CP002475.1,Streptomyces pratensis ATCC 33331 complete genome. [24-FEB-2017],Streptomyces pratensis,
